id,title_english,title_original,director,country,winner,festival,year_festival,link_film,link_director,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,InternetMovieDatabaseRating,RottenTomatoesRating,MetacriticRating,Error,totalSeasons,Ratings
2131,The Crime of Cuenca,El crimen de Cuenca,Pilar Miró,Spain,0,berlin,1980,https://en.wikipedia.org/wiki/The_Crime_of_Cuenca,https://en.wikipedia.org/wiki/Pilar_Mir%C3%B3,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
2132,Heartland,Heartland,Richard Pearce,USA,1,berlin,1980,https://en.wikipedia.org/wiki/Heartland_(film),https://en.wikipedia.org/wiki/Richard_Pearce_(film_director),Heartland Reggae,1980,N/A,27 Aug 1982,90 min,"Documentary, Music",James P. Lewis,N/A,"Dennis Brown, Althea Forrest, Natty Garfield, Marcia Griffiths","Reggae documentary of the One Love Peace Concert held in Kingston, Jamaica in 1978. In addition to the music, this film features the return to Jamaica of Bob Marley after a 16-month hiatus following an attempt on his life.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMTIzMDU3NjE1NV5BMl5BanBnXkFtZTcwMDkxMDIyMQ@@._V1_SX300.jpg,N/A,8.5,85,tt0162363,movie,N/A,N/A,N/A,N/A,True,8.5/10,N/A,N/A,,,
2133,The Raven's Dance,Korpinpolska,Markku Lehmuskallio,Finland,0,berlin,1980,https://en.wikipedia.org/wiki/The_Raven%27s_Dance,https://en.wikipedia.org/wiki/Markku_Lehmuskallio,The Raven's Dance,1980,N/A,14 Mar 1980,79 min,N/A,Markku Lehmuskallio,Markku Lehmuskallio,"Pertti Kalinainen, Paavo Katajasaari, Hilkka Matikainen, Eero Kemilä",N/A,Finnish,"Finland, Sweden",4 wins & 2 nominations.,N/A,N/A,7.1,21,tt0081012,movie,N/A,N/A,N/A,N/A,True,7.1/10,N/A,N/A,,,
2134,Death Watch,La Mort en direct,Bertrand Tavernier,France,0,berlin,1980,https://en.wikipedia.org/wiki/Death_Watch,https://en.wikipedia.org/wiki/Bertrand_Tavernier,Death Watch,1980,R,01 Apr 1982,117 min,"Drama, Sci-Fi, Thriller",Bertrand Tavernier,"David Compton (novel), David Rayfiel, Bertrand Tavernier, Géza von Radványi (German dialogue)","Romy Schneider, Harvey Keitel, Harry Dean Stanton, Thérèse Liotard","Roddy has a camera implanted in his brain. He is then hired by a television producer to film a documentary of terminally ill Katherine, without her knowledge. His footage will then be run on the popular TV series, ""Death Watch""...","French, English, German","France, West Germany",1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BOTQ5NDlhZmEtMDE3Ni00NWFlLTg0MGQtMmJjODIwZjZiZTM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,6.8,"2,338",tt0081182,movie,N/A,N/A,N/A,N/A,True,6.8/10,73%,N/A,,,
2135,The Widow of Montiel,La Viuda de Montiel,Miguel Littín,Chile,0,berlin,1980,https://en.wikipedia.org/wiki/The_Widow_of_Montiel,https://en.wikipedia.org/wiki/Miguel_Litt%C3%ADn,La viuda de Montiel,1979,N/A,01 Dec 1979,105 min,Drama,Miguel Littin,"José Agustín, Gabriel García Márquez (short story), Miguel Littin","Geraldine Chaplin, Nelson Villagra, Katy Jurado, Eduardo Gil",N/A,Spanish,"Mexico, Colombia, Venezuela, Cuba",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMmE4OGVjMzItNmVmYy00OTAzLWJlZmUtMDc1MzRhODIzYWMxXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,N/A,6.5,35,tt0080102,movie,N/A,N/A,N/A,N/A,True,6.5/10,N/A,N/A,,,
2136,N/A,Le Voyage en douce,Michel Deville,France,0,berlin,1980,https://en.wikipedia.org/wiki/Le_Voyage_en_douce,https://en.wikipedia.org/wiki/Michel_Deville,Le voyage en douce,1980,R,04 Jan 1980,98 min,"Comedy, Drama",Michel Deville,Michel Deville,"Dominique Sanda, Geraldine Chaplin, Jacques Zabor, Jean Crubelier","Lucia and Elena are best friends since childhood. They take a car trip from Paris to the country. Their conversations are overtly intimate, but more revealing is their tacit understanding of each others' personality and desires.",French,France,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGM3NWY3YWUtYjA2OC00YTc0LThlY2UtODY0OTIwMjA4M2UwXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,N/A,8.2,507,tt0081729,movie,29 Aug 2006,N/A,N/A,N/A,True,8.2/10,N/A,N/A,,,
2137,Good Riddance,Les Bons débarras,Francis Mankiewicz,Canada,0,berlin,1980,https://en.wikipedia.org/wiki/Good_Riddance_(film),https://en.wikipedia.org/wiki/Francis_Mankiewicz,Les bons débarras,1980,N/A,12 Jan 1981,120 min,Drama,Francis Mankiewicz,Réjean Ducharme,"Charlotte Laurier, Marie Tifo, Germain Houde, Louise Marleau","Set in a small rural town in the Quebec Laurentians, Michelle lives in an isolated house with her mentally-challenged brother Guy and her 13 year old daughter Manon. Together the three of them survive by running a small firewood business and performing other odd jobs. Michelle is frustrated with living in poverty and being the center of several people who demand her affection; her brother is like a second child who lives in his own world, his romantic obsession with their wealthy client Madame Viau-Vachon being an exercise in futility. Maurice, the local police chief, is her lover and Gaetan, a mechanic and family friend, would like to be. Most demanding of all is her daughter, who has an unhealthy emotional dependence on her. Precocious and uninterested in school, Manon is jealous of her Mother's suitors and angry at being left home to do chores and care for Guy. When an event occurs that threatens the emotional dynamic between Manon and her mother, she becomes obsessed with removing anything that stands in the way of her having an exclusive claim on her mother's love no matter what the cost.",French,Canada,8 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMDk2ZDNkOTgtYTYyMC00MTFhLWI1ZDgtYWM3MzFjZGRiOGRjXkEyXkFqcGdeQXVyMjQzMjY4MjU@._V1_SX300.jpg,N/A,8.3,541,tt0078894,movie,N/A,N/A,N/A,N/A,True,8.3/10,N/A,N/A,,,
2138,Marigolds in August,Marigolds in August,Ross Devenish,South Africa,0,berlin,1980,https://en.wikipedia.org/wiki/Marigolds_in_August_(film),https://en.wikipedia.org/wiki/Ross_Devenish,Marigolds in August,1980,N/A,11 Jun 1980,87 min,Drama,Ross Devenish,Athol Fugard,"Winston Ntshona, John Kani, Athol Fugard, Nomonde Mhlobiso",N/A,English,South Africa,1 win & 1 nomination.,N/A,N/A,N/A,N/A,tt0138594,movie,N/A,N/A,N/A,N/A,True,N/A,N/A,N/A,,,
2139,Marmalade Revolution,Marmeladupproret,Erland Josephson,Sweden,0,berlin,1980,https://en.wikipedia.org/wiki/Marmalade_Revolution,https://en.wikipedia.org/wiki/Erland_Josephson,Marmalade Revolution,1980,N/A,11 Feb 1980,93 min,Drama,Erland Josephson,Erland Josephson,"Erland Josephson, Bibi Andersson, Marie Göranzon, Jan Malmsjö","A Professor come home carrying a paper bag with food. Among the goods in the bag is apricot jam. His wife reacts strongly, since they always have eaten orange marmalade. The Professor leave his house and check in to a hotel.",Swedish,Sweden,1 nomination.,https://m.media-amazon.com/images/M/MV5BNzhlOTYwYWYtZTE3ZC00MGYwLWI4NzItYzVlODY3NDUwYWE1XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,N/A,5.1,28,tt0081130,movie,N/A,N/A,N/A,N/A,True,5.1/10,N/A,N/A,,,
2140,Moscow Does Not Believe in Tears,Moskva slezam ne verit,Vladimir Menshov,Soviet Union,0,berlin,1980,https://en.wikipedia.org/wiki/Moscow_Does_Not_Believe_in_Tears,https://en.wikipedia.org/wiki/Vladimir_Menshov,Moscow Does Not Believe in Tears,1980,PG,11 Feb 1980,150 min,"Comedy, Drama, Romance",Vladimir Menshov,"Valentin Chernykh, Vladimir Menshov","Vera Alentova, Aleksey Batalov, Irina Muravyova, Raisa Ryazanova","This is a life story of three girlfriends from youth to autumn ages. Their dreams and wishes, love, disillusions. Different careers. And big late love.",Russian,Soviet Union,Won 1 Oscar. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZDBiZWY5OTctZjJjNi00NDc4LWEwNmMtMmQ4MDVhZmQ3ZTk2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjMxMjkwMjI@._V1_SX300.jpg,N/A,8.1,"9,809",tt0079579,movie,04 Sep 2001,N/A,N/A,N/A,True,8.1/10,N/A,N/A,,,
2141,Palermo or Wolfsburg,Palermo oder Wolfsburg,Werner Schroeter,Germany,1,berlin,1980,https://en.wikipedia.org/wiki/Palermo_or_Wolfsburg,https://en.wikipedia.org/wiki/Werner_Schroeter,Palermo or Wolfsburg,1980,N/A,04 Mar 1981,173 min,Drama,Werner Schroeter,"Werner Schroeter (screenplay), Giuseppe Fava (screenplay), Orazio Torrisi (dialogue), Werner Schroeter (dialogue), Klaus Dethloff (dialogue: law)","Nicola Zarbo, Otto Sander, Ida Di Benedetto, Magdalena Montezuma","An impoverished young man from Sicily travels to Wolfsburg, West Germany to find work. He takes a job in the Volkswagen factory after he travels through Northern Italy by train.","Italian, German","Switzerland, West Germany",2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYzg1Nzc1YzYtMWJhZi00NGM3LTk5ZTYtOTQwMDQ5ZDdkZjcwXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,N/A,7.0,173,tt0081299,movie,23 Feb 2010,N/A,N/A,N/A,True,7.0/10,N/A,N/A,,,
2142,Rude Boy,Rude Boy,"Jack Hazan, David Mingay",United Kingdom,0,berlin,1980,https://en.wikipedia.org/wiki/Rude_Boy_(film),https://en.wikipedia.org/w/index.php?title=Jack_Hazan&action=edit&redlink=1 https://en.wikipedia.org/w/index.php?title=David_Mingay&action=edit&redlink=1,Rude Boy,1980,R,18 May 1981,133 min,"Drama, Music","Jack Hazan, David Mingay","Ray Gange, David Mingay","Dave Armstrong, Barry Baker, Terry Barry, Reg Bazell","Rude Boy is a semi-documentary, part character study, part 'rockumentary', featuring a British punk band, The Clash. The script includes the story of a fictional fan juxtposed with actual public events of the day, including political demonstrations and Clash concerts. Filmed over a period of years, the written dialog takes on the appearance of improvisation.",English,UK,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTY0MTMzNjYzMl5BMl5BanBnXkFtZTcwNDc2MTYyMQ@@._V1_SX300.jpg,N/A,6.6,981,tt0081441,movie,01 Aug 2006,N/A,N/A,N/A,True,6.6/10,N/A,N/A,,,
2143,Solo Sunny,N/A,"Konrad Wolf, Wolfgang Kohlhaase",East Germany,0,berlin,1980,https://en.wikipedia.org/wiki/Solo_Sunny,https://en.wikipedia.org/wiki/Konrad_Wolf https://en.wikipedia.org/wiki/Wolfgang_Kohlhaase,Solo Sunny,1980,N/A,18 Jan 1980,100 min,"Drama, Music","Konrad Wolf, Wolfgang Kohlhaase(co-director)","Wolfgang Kohlhaase (scenario), Dieter Wolf (dramatisation)","Renate Krößner, Alexander Lang, Dieter Montag, Heide Kipp","Sunny is the singer of band trying to establish itself in the music-scene of East-Berlin. They play regular gigs in small towns, but Sunny feels out of touch with the audience and her life as a whole. She begins a relationship with the amateur saxophonist and studied philosopher Ralph who writes her a very personal song - but his obsession with death and unfaithful lifestyle is not for her. After getting into a quarrel with a band member who harasses her and telling off a show-host she is thrown out of the band. Abandoned, she struggles to regain control over her life.",German,East Germany,13 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTYzOTk4MDY1M15BMl5BanBnXkFtZTcwNDU2NDcxMQ@@._V1_SX300.jpg,N/A,7.1,450,tt0079924,movie,N/A,N/A,N/A,N/A,True,7.1/10,N/A,N/A,,,
2144,Transit,Transit,Daniel Wachsmann,Israel,0,berlin,1980,https://en.wikipedia.org/wiki/Transit_(1979_film),https://en.wikipedia.org/wiki/Daniel_Wachsmann,Transit,1980,N/A,01 Feb 1980,87 min,Drama,Daniel Wachsmann,"Daniel Horowitz, Daniel Wachsmann","Itzhak Ben-Zur, Gedalia Besser, Yair Elazar, Ruth Geller","Erich Nussbaum is a Jew who fled from Germany before the horrors of World War ll. He has settled in Israel for many years, but has always found it hard to adjust to life in his new homeland. He considers returning to Germany as he tires of trying to go through life as though nothing has happened.",Hebrew,Israel,1 nomination.,N/A,N/A,6.7,9,tt0138884,movie,N/A,N/A,N/A,N/A,True,6.7/10,N/A,N/A,,,
2145,N/A,Akaler Sandhane,Mrinal Sen,India,0,berlin,1981,https://en.wikipedia.org/wiki/Akaler_Sandhane,https://en.wikipedia.org/wiki/Mrinal_Sen,,,,,,,,,,,,,,,,,,,,,,,,False,,,,Movie not found!,,
2146,Children's Island,Barnens ö,Kay Pollak,Sweden,0,berlin,1981,https://en.wikipedia.org/wiki/Children%27s_Island_(film),https://en.wikipedia.org/wiki/Kay_Pollak,Children's Island,1980,N/A,25 Dec 1980,109 min,"Drama, Romance",Kay Pollak,"P.C. Jersild (book), Ola Olsson, Kay Pollak, Carl-Johan Seth","Tomas Fryk, Anita Ekström, Ingvar Hirdwall, Börje Ahlstedt","Reine is supposed to go to a summer camp called Children's Island but decides to remain in Stockholm over the summer while his mother is working at a hospital. She thinks he is at the camp, and he tells her he is. We then follow him around Stockholm that summer and see what he encounters on the path of life.",Swedish,Sweden,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTM0YjZlYTUtZjFjOS00MDRhLTg4MDYtOWZhNWNkNjdhNjRjXkEyXkFqcGdeQXVyMjkyMDI4NTQ@._V1_SX300.jpg,N/A,6.6,731,tt0080419,movie,N/A,N/A,N/A,N/A,True,6.6/10,N/A,N/A,,,
2147,The Boat Is Full,Das Boot ist voll,Markus Imhoof,Switzerland,0,berlin,1981,https://en.wikipedia.org/wiki/The_Boat_Is_Full,https://en.wikipedia.org/wiki/Markus_Imhoof,Das Boot ist voll,1981,PG,18 Dec 1981,101 min,"Drama, War",Markus Imhoof,"Alfred A. Haesler (book), Markus Imhoof (scripted by)","Tina Engel, Hans Diehl, Martin Walz, Curt Bois","During World War II, Switzerland severely limited refugees: ""Our boat is full."" A train from Germany halts briefly in an isolated corner of Switzerland. Six people jump off seeking asylum: four Jews, a French child, and a German soldier. They seek temporary refuge with a couple who run a village inn. They pose as a family: the deserter as husband, Judith as his wife, an old man from Vienna as her father, his granddaughter and the French lad, whom they beg to keep silent, as their children. Judith's teenage brother poses as a soldier. The fabrication unravels through chance and the local constable's exact investigation. Whom will the Swiss allow to stay? Who gets deported?",German,"Switzerland, West Germany, Austria",Nominated for 1 Oscar. Another 7 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTkwMDgxMjQyNl5BMl5BanBnXkFtZTcwMzIwNzA4MQ@@._V1_SX300.jpg,N/A,7.0,460,tt0082095,movie,27 Jun 2006,N/A,Quartet Films,N/A,True,7.0/10,N/A,N/A,,,
2148,"Fast, Fast","Deprisa, Deprisa",Carlos Saura,Spain,1,berlin,1981,"https://en.wikipedia.org/wiki/Deprisa,_Deprisa",https://en.wikipedia.org/wiki/Carlos_Saura,"Deprisa, Deprisa",1981,N/A,25 Mar 1981,99 min,"Crime, Drama",Carlos Saura,Carlos Saura,"Berta Socuéllamos, Jose Antonio Valdelomar González, Jesús Arias, José María Hervás Roldán",Angela begins to hang around with Pablo and his gang of young robbers.,Spanish,"Spain, France",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzZlMTFlMmMtMzY2MC00MjRkLWFhYTctYTJhZWU5N2Y0ODJkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,7.0,955,tt0082259,movie,06 Oct 1998,N/A,Criterion Collection,N/A,True,7.0/10,N/A,N/A,,,
2149,The Inventor,Der Erfinder,Kurt Gloor,Switzerland,0,berlin,1981,https://en.wikipedia.org/wiki/The_Inventor,https://en.wikipedia.org/wiki/Kurt_Gloor,The Inventor,1981,N/A,01 Oct 1981,99 min,"Comedy, Drama",Kurt Gloor,"Kurt Gloor (screenplay), Hansjörg Schneider (play)","Bruno Ganz, Walo Lüönd, Verena Peter, Oliver Diggelmann","Jakob is an obsessive inventor who lives in a Swiss village. He receives unconditional support from his friend Otti, but that is about all; the other villagers do not tolerate Jakob's eccentricities very well. He perserveres in spite of this obstacle and finally invents a viable carriage that does not run on wheels but on a tread.",German,"West Germany, Switzerland",1 win & 2 nominations.,N/A,N/A,7.3,84,tt0080691,movie,N/A,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
2150,N/A,Der Neger Erwin,Herbert Achternbusch,Germany,0,berlin,1981,https://en.wikipedia.org/wiki/Der_Neger_Erwin,https://en.wikipedia.org/wiki/Herbert_Achternbusch,Der Neger Erwin,1981,N/A,18 Feb 1981,92 min,N/A,Herbert Achternbusch,Herbert Achternbusch,"Herbert Achternbusch, Annamirl Bierbichler, Helga Loder, Alois Hitzenbichler","A man is released from prison. He is planning to pick up his old craft, filmmaking. A reporter follows him to a tavern called Der Neger Erwin (The Negro Erwin).",German,West Germany,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGY3NTEwMTYtMTZiOC00YWEwLTk2ZDUtZmZjMjExZGU4ZjZhXkEyXkFqcGdeQXVyMjI3MDczMjI@._V1_SX300.jpg,N/A,7.3,21,tt0081221,movie,N/A,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
2151,Twenty Six Days from the Life of Dostoyevsky,Dvadtsat shest dney iz zhizni Dostoevskogo,Aleksandr Zarkhi,Soviet Union,0,berlin,1981,https://en.wikipedia.org/wiki/Twenty_Six_Days_from_the_Life_of_Dostoyevsky,https://en.wikipedia.org/wiki/Aleksandr_Zarkhi,Twenty Six Days from the Life of Dostoyevsky,1981,N/A,01 Nov 1982,87 min,"Biography, Romance",Aleksandr Zarkhi,"Pavel Finn, Vladimir Vaynshtok","Anatoliy Solonitsyn, Evgeniya Simonova, Ewa Szykulska, Nikolai Denisov",A biographical romance about the famous Russian writer.,Russian,Soviet Union,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjAxZTg0NWMtNTNiMi00NDhiLTg3ZjktYTFjZmVhNzBiZGQ4XkEyXkFqcGdeQXVyNjA2MDYxNjc@._V1_SX300.jpg,N/A,7.3,97,tt0132932,movie,N/A,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
2152,Fever,Gorączka,Agnieszka Holland,Poland,0,berlin,1981,https://en.wikipedia.org/wiki/Fever_(1981_film),https://en.wikipedia.org/wiki/Agnieszka_Holland,The Flintstones: Jogging Fever,1981,N/A,11 Oct 1981,30 min,"Animation, Short, Comedy",Ray Patterson,Bob Ogle (story),"Henry Corden, Mel Blanc, Jean Vander Pyl, Gay Autterson",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2ZjMWU4NTgtZTkyMy00ZjU0LWJkNzAtZGIyOWM4NmExZWE5XkEyXkFqcGdeQXVyNDQ5MjYzODM@._V1_SX300.jpg,N/A,6.6,42,tt0299891,movie,N/A,N/A,N/A,N/A,True,6.6/10,N/A,N/A,,,
2153,Head On,Head On,Michael Grant,Canada,0,berlin,1981,https://en.wikipedia.org/wiki/Head_On_(1980_film),https://en.wikipedia.org/w/index.php?title=Michael_Grant_(producer)&action=edit&redlink=1,Head On,1980,R,11 Dec 1981,86 min,Drama,Michael Grant,"James Sanderson, Paul Illidge","Sally Kellerman, Stephen Lack, Lawrence Dane, J.P. Linton",A young couple gets so caught up in their sexual games and role playing that they begin to act them out in public.,English,Canada,3 nominations.,https://m.media-amazon.com/images/M/MV5BZDZlMjI1ZDAtOGExOS00OWRkLWJlODctYWI0OTlmNjVlNjZmXkEyXkFqcGdeQXVyNDEzNTUxMTk@._V1_SX300.jpg,N/A,4.5,89,tt0080851,movie,03 Oct 2000,N/A,Strand Releasing,N/A,True,4.5/10,63%,N/A,,,
2154,N/A,Il minestrone,Sergio Citti,Italy,0,berlin,1981,https://en.wikipedia.org/wiki/Il_minestrone,https://en.wikipedia.org/wiki/Sergio_Citti,Il minestrone,1981,N/A,02 May 1981,104 min,"Comedy, Drama",Sergio Citti,"Sergio Citti, Vincenzo Cerami","Roberto Benigni, Franco Citti, Ninetto Davoli, Daria Nicolodi","Rome,1960.Four different people meet each other on Olympic games.They follow games and become friends talking about their sad lifes.",Italian,Italy,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYzg0ZDFlN2EtZGMyOC00YzVkLWE0YTUtNDdlYzAzZmQ4YTc0XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,N/A,7.2,153,tt0082752,movie,N/A,N/A,RAI Radiotelevisione Italiana,N/A,True,7.2/10,N/A,N/A,,,
2155,The Truck,Kamionat,Christo Christov,Bulgaria,0,berlin,1981,https://en.wikipedia.org/wiki/The_Truck,https://en.wikipedia.org/wiki/Christo_Christov,Kamionat,1980,N/A,17 Nov 1980,108 min,Drama,Christo Christov,"Christo Christov, Emil Kaluchev (story), Kosta Strandjev (story)","Grigor Vachkov, Lilyana Kovacheva, Veselin Vulkov, Stefan Dimitrov","An accident takes place at a large construction site. There is a casualty. Few of the man's colleagues must escort the body to his home village. The truck ventures on the long journey. Gradually the conversation of the travelers shows their attitude towards death. Each of them has his own worries and each of them hurries to go back. When they are close, they meet a fellow villager of the dead man who blows up the truck in order to give his revenge because of an old feud. The people have to carry the coffin themselves from now on. This journey becomes a major challenge for their moral virtues.",Bulgarian,Bulgaria,1 nomination.,N/A,N/A,7.3,7,tt0133042,movie,N/A,N/A,N/A,N/A,True,7.3/10,N/A,N/A,,,
